Train worker process using GPU: 0 for training,,,,
[GPU0] Epoch 0 Training ====,,,,
Epoch Step:      1 , Accumulation Step:   1 , Loss:   1.24 , Tokens / Sec:   429.7 , Learning Rate: 5.4e-07
Epoch Step:     11 , Accumulation Step:   2 , Loss:   1.25 , Tokens / Sec:  4032.8 , Learning Rate: 3.2e-06
Epoch Step:     21 , Accumulation Step:   3 , Loss:   1.22 , Tokens / Sec:  4352.1 , Learning Rate: 5.9e-06
Epoch Step:     31 , Accumulation Step:   4 , Loss:   1.20 , Tokens / Sec:  4134.4 , Learning Rate: 8.6e-06
Epoch Step:     41 , Accumulation Step:   5 , Loss:   1.17 , Tokens / Sec:  3987.7 , Learning Rate: 1.1e-05
Epoch Step:     51 , Accumulation Step:   6 , Loss:   1.14 , Tokens / Sec:  4058.0 , Learning Rate: 1.4e-05
Epoch Step:     61 , Accumulation Step:   7 , Loss:   1.13 , Tokens / Sec:  4616.3 , Learning Rate: 1.7e-05
Epoch Step:     71 , Accumulation Step:   8 , Loss:   1.10 , Tokens / Sec:  4273.2 , Learning Rate: 1.9e-05
, ID , GPU , MEM ,
------------------,,,,
,0,"65,00 %","45,00 %",
[GPU0] Epoch 0 Validation ====,,,,
"(tensor(1.0897, device='cuda:0'), <algorithms.symbolicTransformer.src.core.training.TrainState object at 0x7efec0c02730>)",,,,
[GPU0] Epoch 1 Training ====,,,,
Epoch Step:      1 , Accumulation Step:   1 , Loss:   1.06 , Tokens / Sec:  3699.1 , Learning Rate: 2.2e-05
Epoch Step:     11 , Accumulation Step:   2 , Loss:   1.03 , Tokens / Sec:  4060.3 , Learning Rate: 2.4e-05
Epoch Step:     21 , Accumulation Step:   3 , Loss:   1.06 , Tokens / Sec:  4329.8 , Learning Rate: 2.7e-05
Epoch Step:     31 , Accumulation Step:   4 , Loss:   1.04 , Tokens / Sec:  4243.6 , Learning Rate: 3.0e-05
Epoch Step:     41 , Accumulation Step:   5 , Loss:   1.02 , Tokens / Sec:  4161.3 , Learning Rate: 3.3e-05
Epoch Step:     51 , Accumulation Step:   6 , Loss:   1.02 , Tokens / Sec:  4085.0 , Learning Rate: 3.5e-05
Epoch Step:     61 , Accumulation Step:   7 , Loss:   1.00 , Tokens / Sec:  4455.7 , Learning Rate: 3.8e-05
Epoch Step:     71 , Accumulation Step:   8 , Loss:   0.99 , Tokens / Sec:  4279.6 , Learning Rate: 4.1e-05
, ID , GPU , MEM ,
------------------,,,,
,0,"66,00 %","45,00 %",
[GPU0] Epoch 1 Validation ====,,,,
