Train worker process using GPU: 0 for training,,,,
[GPU0] Epoch 0 Training ====,,,,
Epoch Step:      1 , Accumulation Step:   1 , Loss:   1.28 , Tokens / Sec:   360.8 , Learning Rate: 5.4e-07
Epoch Step:     11 , Accumulation Step:   2 , Loss:   1.26 , Tokens / Sec:  1849.8 , Learning Rate: 3.2e-06
Epoch Step:     21 , Accumulation Step:   3 , Loss:   1.26 , Tokens / Sec:  1872.8 , Learning Rate: 5.9e-06
Epoch Step:     31 , Accumulation Step:   4 , Loss:   1.24 , Tokens / Sec:  1847.6 , Learning Rate: 8.6e-06
Epoch Step:     41 , Accumulation Step:   5 , Loss:   1.18 , Tokens / Sec:  1846.9 , Learning Rate: 1.1e-05
Epoch Step:     51 , Accumulation Step:   6 , Loss:   1.21 , Tokens / Sec:  2074.3 , Learning Rate: 1.4e-05
Epoch Step:     61 , Accumulation Step:   7 , Loss:   1.18 , Tokens / Sec:  1748.9 , Learning Rate: 1.7e-05
Epoch Step:     71 , Accumulation Step:   8 , Loss:   1.14 , Tokens / Sec:  2004.1 , Learning Rate: 1.9e-05
Epoch Step:     81 , Accumulation Step:   9 , Loss:   1.11 , Tokens / Sec:  1956.9 , Learning Rate: 2.2e-05
Epoch Step:     91 , Accumulation Step:  10 , Loss:   1.12 , Tokens / Sec:  1957.6 , Learning Rate: 2.5e-05
Epoch Step:    101 , Accumulation Step:  11 , Loss:   1.10 , Tokens / Sec:  1975.5 , Learning Rate: 2.7e-05
Epoch Step:    111 , Accumulation Step:  12 , Loss:   1.17 , Tokens / Sec:  1960.8 , Learning Rate: 3.0e-05
Epoch Step:    121 , Accumulation Step:  13 , Loss:   1.08 , Tokens / Sec:  2076.8 , Learning Rate: 3.3e-05
Epoch Step:    131 , Accumulation Step:  14 , Loss:   1.08 , Tokens / Sec:  1979.1 , Learning Rate: 3.6e-05
Epoch Step:    141 , Accumulation Step:  15 , Loss:   1.07 , Tokens / Sec:  1950.3 , Learning Rate: 3.8e-05
Epoch Step:    151 , Accumulation Step:  16 , Loss:   1.09 , Tokens / Sec:  1986.0 , Learning Rate: 4.1e-05
, ID , GPU , MEM ,
------------------,,,,
,0,"90,00 %","50,00 %",
[GPU0] Epoch 0 Validation ====,,,,
"(tensor(1.1003, device='cuda:0'), <algorithms.symbolicTransformer.src.core.training.TrainState object at 0x7f5b85f40bb0>)",,,,
[GPU0] Epoch 1 Training ====,,,,
Epoch Step:      1 , Accumulation Step:   1 , Loss:   1.07 , Tokens / Sec:  2140.3 , Learning Rate: 4.4e-05
Epoch Step:     11 , Accumulation Step:   2 , Loss:   1.10 , Tokens / Sec:  2023.5 , Learning Rate: 4.7e-05
Epoch Step:     21 , Accumulation Step:   3 , Loss:   1.08 , Tokens / Sec:  2056.1 , Learning Rate: 4.9e-05
Epoch Step:     31 , Accumulation Step:   4 , Loss:   1.07 , Tokens / Sec:  1970.2 , Learning Rate: 5.2e-05
Epoch Step:     41 , Accumulation Step:   5 , Loss:   1.06 , Tokens / Sec:  2040.4 , Learning Rate: 5.5e-05
