Train worker process using GPU: 0 for training,,,,
[GPU0] Epoch 0 Training ====,,,,
Epoch Step:      1 , Accumulation Step:   1 , Loss:   1.31 , Tokens / Sec:   271.5 , Learning Rate: 5.4e-07
Epoch Step:     11 , Accumulation Step:   2 , Loss:   1.28 , Tokens / Sec:  1867.6 , Learning Rate: 3.2e-06
Epoch Step:     21 , Accumulation Step:   3 , Loss:   1.29 , Tokens / Sec:  1856.7 , Learning Rate: 5.9e-06
Epoch Step:     31 , Accumulation Step:   4 , Loss:   1.26 , Tokens / Sec:  2043.0 , Learning Rate: 8.6e-06
Epoch Step:     41 , Accumulation Step:   5 , Loss:   1.25 , Tokens / Sec:  2107.0 , Learning Rate: 1.1e-05
Epoch Step:     51 , Accumulation Step:   6 , Loss:   1.22 , Tokens / Sec:  2061.1 , Learning Rate: 1.4e-05
Epoch Step:     61 , Accumulation Step:   7 , Loss:   1.17 , Tokens / Sec:  2075.3 , Learning Rate: 1.7e-05
Epoch Step:     71 , Accumulation Step:   8 , Loss:   1.15 , Tokens / Sec:  2001.0 , Learning Rate: 1.9e-05
Epoch Step:     81 , Accumulation Step:   9 , Loss:   1.16 , Tokens / Sec:  2174.1 , Learning Rate: 2.2e-05
Epoch Step:     91 , Accumulation Step:  10 , Loss:   1.13 , Tokens / Sec:  1926.0 , Learning Rate: 2.5e-05
Epoch Step:    101 , Accumulation Step:  11 , Loss:   1.14 , Tokens / Sec:  1969.9 , Learning Rate: 2.7e-05
Epoch Step:    111 , Accumulation Step:  12 , Loss:   1.14 , Tokens / Sec:  2045.3 , Learning Rate: 3.0e-05
Epoch Step:    121 , Accumulation Step:  13 , Loss:   1.13 , Tokens / Sec:  2046.3 , Learning Rate: 3.3e-05
Epoch Step:    131 , Accumulation Step:  14 , Loss:   1.06 , Tokens / Sec:  1969.5 , Learning Rate: 3.6e-05
Epoch Step:    141 , Accumulation Step:  15 , Loss:   1.08 , Tokens / Sec:  1902.7 , Learning Rate: 3.8e-05
Epoch Step:    151 , Accumulation Step:  16 , Loss:   1.05 , Tokens / Sec:  1882.1 , Learning Rate: 4.1e-05
, ID , GPU , MEM ,
------------------,,,,
,0,"88,00 %","53,00 %",
[GPU0] Epoch 0 Validation ====,,,,
"(tensor(1.1084, device='cuda:0'), <algorithms.symbolicTransformer.src.core.training.TrainState object at 0x7f5fa01cf8b0>)",,,,
[GPU0] Epoch 1 Training ====,,,,
Epoch Step:      1 , Accumulation Step:   1 , Loss:   1.10 , Tokens / Sec:  2560.7 , Learning Rate: 4.4e-05
Epoch Step:     11 , Accumulation Step:   2 , Loss:   1.04 , Tokens / Sec:  1967.6 , Learning Rate: 4.7e-05
Epoch Step:     21 , Accumulation Step:   3 , Loss:   1.07 , Tokens / Sec:  1930.5 , Learning Rate: 4.9e-05
Epoch Step:     31 , Accumulation Step:   4 , Loss:   1.10 , Tokens / Sec:  2189.4 , Learning Rate: 5.2e-05
